0.05193872,-0.4828566
0.075082,-0.4816749
0.1368133,-0.4769435
0.3760417,-0.4568343
0.7234439,-0.4154206
0.9319382,-0.3858356
1.148221,-0.3491464
1.380002,-0.3053534
1.611876,-0.253272
1.851551,-0.1929022
2.083634,-0.1218745
2.308115,-0.04137316
2.517292,0.04978717
2.703458,0.1516065
2.874349,0.2664528
3.022125,0.3824852
3.146666,0.4890464
3.255696,0.5873203
3.356923,0.6773061
3.505184,0.8371514
3.622357,0.9745008
3.708506,1.095275
3.779117,1.205394
3.943351,1.414972
4.052406,1.515614
4.184484,1.606781
4.479404,1.782007
4.634653,1.876724
4.774614,1.983284
4.899351,2.107608
4.993487,2.253248
5.072281,2.405995
5.143234,2.546901
5.214069,2.67715
5.26938,2.797927
5.309138,2.906865
5.341094,3.007514
5.349804,3.097507
5.350711,3.179213
5.390022,3.247889
5.498513,3.297613
5.676233,3.333122
5.900042,3.353232
6.146848,3.361499
6.408956,3.359108
6.663262,3.348428
6.902069,3.330645
7.133023,3.299837
7.379212,3.25245
7.625243,3.190853
7.871155,3.118599
8.316538,2.957516
8.646259,2.79526
8.753251,2.709993
8.829245,2.610519
8.87432,2.503942
8.896253,2.396184
8.902805,2.291979
8.894071,2.199617
8.877795,2.12265
8.869759,2.093047
8.861784,2.069365
8.853811,2.045683
8.84576,2.014896
8.829433,1.933192
8.835973,1.827803
8.865419,1.702282
8.933243,1.561363
9.047181,1.407415
9.214996,1.245174
9.452147,1.078189
10.01124,0.7430285
10.30999,0.5689341
10.62409,0.387733
10.95345,0.1935052
11.31349,-0.01611881
11.69643,-0.2458758
12.11767,-0.4981343
